,,Property,,,Chemical compositions,,,,,,,,,,,,,,,Processing actions,,,,,,,,
275,298,352.0,1635.0,76.0,0.0,32.37,33.2,0.0,34.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
276,210,476.0,1676.0,75.0,0.0,32.37,33.2,0.0,34.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
277,298,557.0,841.0,66.0,0.0,29.67,37.19,0.0,33.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
278,77,787.0,1237.0,33.0,0.0,29.67,37.19,0.0,33.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
279,298,300.0,773.0,73.0,0.0,29.67,37.19,0.0,33.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
280,77,577.0,1147.0,71.0,0.0,29.67,37.19,0.0,33.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
281,293,155.0,680.0,65.0,0.0,12.5,9.5,65.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0,,,,,,0,
282,77,375.0,1690.0,27.0,0.0,12.5,9.5,65.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0,,,,,,0,
283,293,1385.0,1440.0,6.0,0.0,12.5,9.5,65.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0,,,,,,0,
284,77,1380.0,2070.0,26.0,0.0,12.5,9.5,65.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0,,,,,,0,
285,298,,636.5,,10.03,10.03,10.03,49.85,10.03,0.0,0.0,0.0,10.03,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
286,77,,716.3,,10.03,10.03,10.03,49.85,10.03,0.0,0.0,0.0,10.03,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
287,298,280.0,650.0,47.0,0.0,24.68,25.3,27.08,20.6,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,,,,0,
288,77,400.0,785.0,60.0,0.0,24.68,25.3,27.08,20.6,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,,,,0,
289,298,580.0,950.0,27.0,0.0,24.68,25.3,27.08,20.6,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,,,1173.0,15.0,
290,77,650.0,990.0,35.0,0.0,24.68,25.3,27.08,20.6,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,,,1173.0,15.0,
291,298,720.0,1085.0,30.0,0.0,24.68,25.3,27.08,20.6,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,1173.0,15.0,1173.0,15.0,1173.0,15.0,
292,77,1000.0,1500.0,35.0,0.0,24.68,25.3,27.08,20.6,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,1173.0,15.0,1173.0,15.0,1173.0,15.0,
293,293,,1938.0,,0.0,33.3,33.3,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,,,,0,
294,77,,2475.0,,0.0,33.3,33.3,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,,,,0,
295,293,1062.0,1187.0,16.0,0.0,33.3,33.3,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,,,,0,
296,77,1259.0,1617.0,24.0,0.0,33.3,33.3,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,,,,0,
297,298,405.0,1050.0,65.0,0.0,33.3,33.3,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,1273.0,2.0,,0,
298,77,645.0,1220.0,64.0,0.0,33.3,33.3,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,1273.0,2.0,,0,
299,298,885.0,1225.0,20.0,0.0,33.3,33.3,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
300,77,1600.0,1680.0,19.0,0.0,33.3,33.3,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
301,298,297.0,539.0,72.0,0.0,10.0,15.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,1073.0,10.0,,0,
302,77,555.0,1005.0,89.5,0.0,10.0,15.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,1073.0,10.0,,0,
303,298,321.0,557.0,61.0,3.0,7.0,15.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,1073.0,10.0,,0,
304,77,598.0,1029.0,81.6,3.0,7.0,15.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,1073.0,10.0,,0,
305,298,491.0,690.0,44.0,5.0,5.0,15.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,1073.0,10.0,,0,
306,77,781.0,1133.0,71.0,5.0,5.0,15.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,1073.0,10.0,,0,
307,298,777.0,957.0,29.0,7.0,3.0,15.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,1073.0,10.0,,0,
308,77,1191.0,1469.0,48.0,7.0,3.0,15.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,1073.0,10.0,,0,
309,298,900.0,1100.0,32.0,9.0,0.0,15.0,60.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,1073.0,10.0,,0,
310,77,1300.0,1680.0,39.0,9.0,0.0,15.0,60.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,1073.0,10.0,,0,
311,77,771.4,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
312,173,599.9,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
313,223,584.5,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
314,298,458.7,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
315,923,392.9,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
316,1223,82.7,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
317,173,762.9,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
318,173,741.4,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
319,173,685.8,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
320,223,489.6,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
321,223,506.7,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
322,223,877.4,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
323,298,832.2,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
324,298,747.5,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
325,298,571.6,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
326,623,640.0,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
327,623,1076.3,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
328,623,985.1,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
329,923,843.7,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
330,923,697.9,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
331,923,682.5,,,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
332,77,,1700.0,51.0,6.0,30.0,15.0,13.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1423.0,0,1423.0,2.0,1073.0,4.0,,0,
333,293,925.0,1310.0,43.0,6.0,30.0,15.0,13.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1423.0,0,1423.0,2.0,1073.0,4.0,,0,
334,293,376.0,767.0,52.5,0.0,24.95,24.95,24.95,24.95,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,0,,,,,,0,
335,77,637.0,1212.0,71.2,0.0,24.95,24.95,24.95,24.95,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,0,,,,,,0,
336,15,710.0,1423.0,41.8,0.0,24.95,24.95,24.95,24.95,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,0,,,,,,0,
337,77,1494.0,1557.0,,0.0,0.0,0.0,0.0,0.0,32.93,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,,,,,,0,
338,77,950.0,1498.0,,0.0,0.0,0.0,0.0,0.0,33.13,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,,0,,,,,,0,
339,77,886.0,1500.0,,0.0,0.0,0.0,0.0,0.0,33.17,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,0,,,,,,0,
340,298,339.0,684.0,47.0,0.0,10.0,10.0,45.0,25.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1373.0,0,,,1173.0,10.0,,0,
341,77,468.0,996.0,69.4,0.0,10.0,10.0,45.0,25.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1373.0,0,,,1173.0,10.0,,0,
342,298,345.0,689.0,52.6,0.0,20.0,10.0,45.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1373.0,0,,,1173.0,10.0,,0,
343,77,533.0,1092.0,76.3,0.0,20.0,10.0,45.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1373.0,0,,,1173.0,10.0,,0,
344,298,348.0,714.0,62.0,0.0,30.0,10.0,45.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1373.0,0,,,1173.0,10.0,,0,
345,77,601.0,1291.0,81.7,0.0,30.0,10.0,45.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1373.0,0,,,1173.0,10.0,,0,
346,298,427.0,745.0,70.1,0.0,35.0,10.0,45.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1373.0,0,,,1173.0,10.0,,0,
347,77,653.0,1623.0,65.0,0.0,35.0,10.0,45.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1373.0,0,,,1173.0,10.0,,0,
348,298,536.0,,,15.0,0.0,0.0,0.0,0.0,70.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,,0,,,,,,0,
349,77,895.0,,,15.0,0.0,0.0,0.0,0.0,70.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,,0,,,,,,0,
350,298,657.0,,10.0,10.0,0.0,0.0,0.0,0.0,80.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,0,,,,,,0,
351,77,812.0,,9.0,10.0,0.0,0.0,0.0,0.0,80.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,0,,,,,,0,
352,298,480.0,900.0,58.0,3.11,32.13,31.29,0.0,30.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373.0,0,,,1173.0,1.0,,0,
353,77,700.0,1250.0,72.0,3.11,32.13,31.29,0.0,30.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373.0,0,,,1173.0,1.0,,0,
354,293,560.0,640.0,37.0,0.0,12.1,11.3,64.5,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,,0,,,,,,0,
355,77,680.0,1800.0,26.0,0.0,12.1,11.3,64.5,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,,0,,,,,,0,
356,113,500.0,1700.0,60.0,0.0,19.73,19.89,20.14,20.04,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,1223.0,1.0,,0,
357,77,,2100.0,70.0,0.0,19.73,19.89,20.14,20.04,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,1223.0,1.0,,0,
358,77,685.0,1415.0,78.45,0.0,37.6,28.2,0.0,28.2,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1473.0,0,,,1273.0,1.0,,0,
359,77.0,1477.0,1930.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,33.3,0.0,0.0,0.0,0.0,33.3,0.0,33.3,,0,,,,,,0,
360,298,358.0,746.0,61.0,0.0,24.0,26.0,27.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,1123.0,1.0,,0,
361,123,578.0,1211.0,87.2,0.0,24.0,26.0,27.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,1123.0,1.0,,0,
362,293,212.0,565.0,73.0,0.0,20.0,26.0,20.0,14.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
363,77,546.0,830.0,27.0,0.0,20.0,26.0,20.0,14.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
364,173,,1238.0,44.0,18.12,16.01,16.11,16.07,33.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
365,298,,964.0,,18.12,16.01,16.11,16.07,33.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
366,923,,455.0,,18.12,16.01,16.11,16.07,33.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
367,1023,,278.0,,18.12,16.01,16.11,16.07,33.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
368,1123,,156.0,,18.12,16.01,16.11,16.07,33.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
369,293,,1560.0,,0.0,0.0,0.0,0.0,0.0,33.17,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
370,273,,1640.0,,0.0,0.0,0.0,0.0,0.0,33.17,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
371,253,,1790.0,,0.0,0.0,0.0,0.0,0.0,33.17,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
372,233,,1770.0,,0.0,0.0,0.0,0.0,0.0,33.17,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
373,213,,1640.0,,0.0,0.0,0.0,0.0,0.0,33.17,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
374,298,248.2,552.4,69.98,0.0,15.0,10.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373.0,0,,,1073.0,10.0,,0,
375,298,575.1,679.5,54.9,0.0,15.0,10.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373.0,0,,,,,,0,
376,77,532.0,1436.5,54.2,0.0,15.0,10.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373.0,0,,,1073.0,10.0,,0,
377,77,701.0,1540.9,43.0,0.0,15.0,10.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373.0,0,,,,,,0,
378,293,250.0,705.0,45.0,10.0,0.0,15.0,35.0,25.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,1473.0,10.0,,0,
379,77,360.0,860.0,65.0,10.0,0.0,15.0,35.0,25.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,1473.0,10.0,,0,
380,293,860.0,1260.0,9.0,10.0,0.0,15.0,35.0,25.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,1473.0,10.0,973.0,10.0,
381,77,1000.0,1455.0,9.0,10.0,0.0,15.0,35.0,25.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,1473.0,10.0,973.0,10.0,
382,300,526.0,740.0,8.3,0.0,25.19,24.79,24.95,25.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
383,300,655.0,872.0,15.9,0.0,25.19,24.79,24.95,25.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
384,300,737.0,1013.0,21.0,0.0,25.19,24.79,24.95,25.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
385,77,699.0,809.0,8.4,0.0,25.19,24.79,24.95,25.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
386,77,727.0,981.0,16.3,0.0,25.19,24.79,24.95,25.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
387,77,790.0,1027.0,22.8,0.0,25.19,24.79,24.95,25.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
388,77,531.0,1079.0,95.5,7.5,20.5,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,1473.0,25.0,,0,
389,77,673.0,1218.0,82.7,7.5,20.5,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,1473.0,25.0,973.0,2.0,
390,77,858.0,1382.0,58.6,7.5,20.5,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,1373.0,20.0,1373.0,20.0,,0,
391,77,1109.0,1609.0,43.2,7.5,20.5,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,1373.0,20.0,1373.0,20.0,973.0,2.0,
392,77,1841.0,1984.0,10.4,7.5,20.5,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,,,973.0,2.0,
393,293,1282.0,1317.0,5.1,7.5,20.5,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,,,,0,
394,293,301.0,720.0,47.1,7.5,20.5,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,1473.0,25.0,,0,
395,293,381.0,739.0,38.8,7.5,20.5,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,1473.0,25.0,973.0,2.0,
396,293,717.0,959.0,34.3,7.5,20.5,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,1373.0,20.0,1373.0,20.0,,0,
397,293,850.0,1086.0,31.2,7.5,20.5,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,1373.0,20.0,1373.0,20.0,973.0,2.0,
398,293,1342.0,1403.0,5.8,7.5,20.5,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,,,973.0,2.0,
399,77,945.0,1090.0,29.0,5.64,0.0,0.0,0.0,0.0,90.99,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,,0,,,1223.0,1.0,,0,
400,77,990.0,1120.0,25.0,5.64,0.0,0.0,0.0,0.0,90.99,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,,0,,,1223.0,1.0,,0,
401,77,1040.0,1140.0,22.0,5.64,0.0,0.0,0.0,0.0,90.99,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,,0,,,1223.0,1.0,,0,
402,20,1160.0,1410.0,20.0,5.64,0.0,0.0,0.0,0.0,90.99,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,,0,,,1223.0,1.0,,0,
403,20,1190.0,1460.0,16.5,5.64,0.0,0.0,0.0,0.0,90.99,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,,0,,,1223.0,1.0,,0,
404,20,1225.0,1320.0,15.7,5.64,0.0,0.0,0.0,0.0,90.99,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,,0,,,1223.0,1.0,,0,
405,298,691.0,926.0,38.0,0.0,32.6,35.0,0.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,0,,,,,,0,
406,77,944.0,1382.0,30.0,0.0,32.6,35.0,0.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,0,,,,,,0,
407,298,421.1,883.4,48.6,0.0,31.67,31.67,0.0,31.67,0.0,0.0,4.99,0.0,0.0,0.0,0.0,4.99,0.0,0.0,1473.0,0,,,,,,0,
408,93,598.2,1015.3,54.8,0.0,31.67,31.67,0.0,31.67,0.0,0.0,4.99,0.0,0.0,0.0,0.0,4.99,0.0,0.0,1473.0,0,,,,,,0,
409,298,449.1,881.3,64.4,0.0,31.67,31.67,0.0,31.67,0.0,0.0,4.99,0.0,0.0,0.0,0.0,4.99,0.0,0.0,1473.0,0,,,973.0,1.0,,0,
410,93,668.5,1237.9,71.1,0.0,31.67,31.67,0.0,31.67,0.0,0.0,4.99,0.0,0.0,0.0,0.0,4.99,0.0,0.0,1473.0,0,,,973.0,1.0,,0,
411,298,436.2,692.8,37.6,0.0,33.3,33.3,0.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
412,77,665.3,988.6,40.4,0.0,33.3,33.3,0.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
413,298,503.7,741.4,41.5,0.0,33.3,33.3,0.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
414,77,790.5,1218.6,47.2,0.0,33.3,33.3,0.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,0,
415,293,600.0,1066.0,,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,1173.0,1.0,,0,
416,150,1010.0,1454.0,,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,0,,,1173.0,1.0,,0,
